Date,ID,IMAGE_NAME,Latitude,Longitude
2018-03-22,51,1497087487000_IMG,45.3913315,-121.6769532
2018-03-22,52,1497087489000_IMG,45.3917911,-121.6764946
2018-03-22,53,1497087491000_IMG,45.3922507,-121.676036
2018-03-22,54,1497087493000_IMG,45.3927103,-121.6755774
2018-03-22,55,1497087495000_IMG,45.3931699,-121.6751187
2018-03-22,56,1497087497000_IMG,45.3936295,-121.6746602
2018-03-22,57,1497087499000_IMG,45.3940891,-121.6742016
2018-03-22,58,1497087501000_IMG,45.3945487,-121.673743
2018-03-22,59,1497087503000_IMG,45.3950083,-121.6732844
2018-03-22,60,1497087505000_IMG,45.3954679,-121.6728258
2018-03-22,61,1497087507000_IMG,45.3959275,-121.6723672
2018-03-22,62,1497087509000_IMG,45.3963871,-121.6719086
2018-03-22,63,1497087511000_IMG,45.3968467,-121.67145
2018-03-22,64,1497087513000_IMG,45.3973063,-121.6709914
2018-03-22,65,1497087515000_IMG,45.3977659,-121.6705328
2018-03-22,66,1497087517000_IMG,45.3982255,-121.6700742
2018-03-22,67,1497087519000_IMG,45.3986851,-121.6696156
2018-03-22,68,1497087521000_IMG,45.3991447,-121.669157
2018-03-22,69,1497087523000_IMG,45.3996043,-121.6686984
2018-03-22,70,1497087525000_IMG,45.4000639,-121.6682398
2018-03-22,71,1497087527000_IMG,45.4005235,-121.6677812
2018-03-22,72,1497087529000_IMG,45.4009831,-121.6673226
2018-03-22,73,1497087531000_IMG,45.4014427,-121.666864
2018-03-22,74,1497087533000_IMG,45.4019023,-121.6664054
2018-03-22,75,1497087535000_IMG,45.4023619,-121.6659468
